seg_id,env,source_file,gesture_name,label,duration_ms,npy_path,MAV_CH1,MAV_CH3,MAV_CH5,WL_CH1,WL_CH3,WL_CH5,Ratio_CH1,Ratio_CH3,Ratio_CH5
base_ok-1_seg006,base,ok-1.csv,ok,6,1426.0,processed/segments/base/ok-1_seg006.npy,0.008089160747337948,0.01112250566317773,0.04201425135507907,7.924561331406319,9.2958905918078,39.265393515150656,0.13822032171161414,0.1591036863298895,0.7026759919584963
base_ok-1_seg007,base,ok-1.csv,ok,6,1647.0,processed/segments/base/ok-1_seg007.npy,0.009102496736624497,0.00942640129787098,0.04369125938624519,8.902820704038627,7.6066753577878155,39.284433453244446,0.1530754611192026,0.13224422782281198,0.7146803110579854
base_ok-1_seg008,base,ok-1.csv,ok,6,967.0,processed/segments/base/ok-1_seg008.npy,0.01088559369141996,0.013759279250098485,0.06721588515935406,11.062399124342592,10.910225020644823,61.41604610189351,0.1200693389713612,0.1359861123920464,0.7439445486365924
base_ok-1_seg009,base,ok-1.csv,ok,6,918.0,processed/segments/base/ok-1_seg009.npy,0.013611964190525285,0.012921773059591104,0.05595141747924003,15.098407556355422,10.832854013147884,53.93871948400636,0.19423793824334135,0.1432138425108761,0.6625482192457827
base_ok-1_seg010,base,ok-1.csv,ok,6,1205.0,processed/segments/base/ok-1_seg010.npy,0.015267147727554671,0.010588978664508477,0.04904834226959183,15.547176711729694,8.45326851023249,47.81003974554265,0.2318503329390039,0.11789583286832221,0.6502538341926738
base_ok-1_seg011,base,ok-1.csv,ok,6,1681.0,processed/segments/base/ok-1_seg011.npy,0.012058236157386252,0.010272351439605745,0.036924956452762635,11.698551603913392,8.45150306353855,34.86950631600147,0.20662994367964296,0.13880956941807107,0.654560486902286
base_ok-1_seg012,base,ok-1.csv,ok,6,1711.0,processed/segments/base/ok-1_seg012.npy,0.010995061753984807,0.010720110184266206,0.044198946946612104,11.248456790619768,9.148138229637377,41.41579852752992,0.16209465505290274,0.13891838641580584,0.6989869585312914
base_ok-1_seg013,base,ok-1.csv,ok,6,1337.0,processed/segments/base/ok-1_seg013.npy,0.009992801920149052,0.011493087397336453,0.04855342384869978,10.860356666834921,9.335592175647845,42.72764981811564,0.15381271301139338,0.14135009164208498,0.7048371953465216
base_ok-1_seg014,base,ok-1.csv,ok,6,840.0,processed/segments/base/ok-1_seg014.npy,0.01459060598675798,0.014953058024048388,0.064223817370801,14.274433487459794,11.714271568109604,58.62111511888814,0.171185098981581,0.14155967555474763,0.6872552254636715
base_ok-1_seg015,base,ok-1.csv,ok,6,772.0,processed/segments/base/ok-1_seg015.npy,0.018077668054590455,0.015710803710746082,0.07503769608453105,19.303855164959764,13.44063770970303,77.41666605640317,0.16868639609640654,0.12981877274393638,0.701494831159657
base_ok-1_seg016,base,ok-1.csv,ok,6,935.0,processed/segments/base/ok-1_seg016.npy,0.010095675342727243,0.012341140874393768,0.056328457825833456,9.938908393888404,10.242580875591985,56.450905237654595,0.1354543636100538,0.13872154718482543,0.7258240892051208
base_ok-1_seg017,base,ok-1.csv,ok,6,982.0,processed/segments/base/ok-1_seg017.npy,0.011385750646428883,0.01183932041814289,0.047385447395190065,10.966626117018727,10.04328566761828,45.84024321124047,0.15163421028771243,0.14890547789247005,0.6994603118198175
base_ok-1_seg018,base,ok-1.csv,ok,6,1387.0,processed/segments/base/ok-1_seg018.npy,0.010307215402691115,0.011322535373309876,0.046288590115141054,9.67263226722519,9.530924153266033,42.31489083095777,0.1617426651565525,0.1376731426215944,0.7005841922218531
base_ok-1_seg019,base,ok-1.csv,ok,6,1356.0,processed/segments/base/ok-1_seg019.npy,0.00974774732299937,0.010196104217260105,0.04274014784597908,9.21372611589475,8.083659355943762,39.58578835472275,0.1372995542033458,0.13405275164584077,0.7286476941508134
base_ok-2_seg000,base,ok-2.csv,ok,6,939.0,processed/segments/base/ok-2_seg000.npy,0.04065008896667116,0.012467032039484443,0.05093547329440853,33.510019606130975,9.056136068804605,44.578270748415406,0.3569373385020293,0.10606427291095011,0.5369983885870205
base_ok-2_seg001,base,ok-2.csv,ok,6,893.0,processed/segments/base/ok-2_seg001.npy,0.03345275968721051,0.010614066396206736,0.05096412444833567,28.62208740130671,7.7798574681689745,51.28509255401265,0.32193857182622904,0.09952113029053075,0.5785402978832402
base_ok-2_seg002,base,ok-2.csv,ok,6,788.0,processed/segments/base/ok-2_seg002.npy,0.04639843083338246,0.01137470910131182,0.06066600623079276,44.382310926649026,9.058773258004342,59.27867757961081,0.37932682909038323,0.08422849722054683,0.53644467368907
base_ok-2_seg003,base,ok-2.csv,ok,6,403.0,processed/segments/base/ok-2_seg003.npy,0.05233686151046347,0.014486635899171532,0.07512921244249558,44.80077044782175,11.486937019184245,72.22058009646884,0.3637372958288107,0.0967210418823596,0.5395416622888297
base_ok-2_seg004,base,ok-2.csv,ok,6,493.0,processed/segments/base/ok-2_seg004.npy,0.06219561258592473,0.01558418999850281,0.09346666945789459,53.84790630025054,12.46361434542742,85.20509937445895,0.3621014313669143,0.08672815880387945,0.5511704098292063
base_ok-2_seg005,base,ok-2.csv,ok,6,685.0,processed/segments/base/ok-2_seg005.npy,0.053889110556790604,0.01445385630481358,0.0674674014231826,44.92806694478631,11.0756521043554,61.10163666440217,0.38757648785159543,0.09859906893002963,0.513824443218375
base_sc-1_seg000,base,sc-1.csv,sc,7,1269.0,processed/segments/base/sc-1_seg000.npy,0.013510728034391139,0.011867328315657713,0.04774121687964921,12.4962377196139,9.894718556140331,46.58835438321782,0.1902622219809918,0.14378103802544268,0.6659567399935655
base_sc-1_seg001,base,sc-1.csv,sc,7,1743.0,processed/segments/base/sc-1_seg001.npy,0.01103338147507981,0.008138125557084975,0.030748426170527882,10.09521727880698,6.613974967586725,29.939698493643295,0.20027942116054673,0.15019274728339102,0.6495278315560622
base_sc-1_seg002,base,sc-1.csv,sc,7,1229.0,processed/segments/base/sc-1_seg002.npy,0.009758790916137183,0.011524081655916682,0.04535609418386284,9.190135177364338,9.186907172898044,44.173090051235064,0.14008909723778223,0.14624554124407643,0.7136653615181413
base_sc-1_seg003,base,sc-1.csv,sc,7,2076.0,processed/segments/base/sc-1_seg003.npy,0.010844693491962184,0.008422322728665929,0.027672305193288324,9.912265171495466,6.704634713091,26.668729266404263,0.22134286250089938,0.147442733151668,0.6312144043474326
